"Device","Site","Status","IP Address","Availability","CPU/Memory","CPU AVG","Memory AVG","Tags","Vendor","Type","Version","Description"
"iracrwcrt001","JAPAN DHL JV","Good","10.193.209.94","Good","Good","1","4","Supplier, GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"jjacrwcrt001","JeonJu AS Center","Good","10.193.206.30","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"jjacrwcrt002","JeonJu AS Center","Good","10.193.206.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"jjacrwcrt003","JeonJu AS Center","Good","10.193.206.56","Good","Good","18","38","Corp, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"jjacrwcrt004","JeonJu AS Center","Good","10.193.206.57","Good","Good","16","38","Corp, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"jkrcrwcrt001","INDONESIA PDC WAREHOUSE","Good","10.193.214.30","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"jkrcrwcrt002","INDONESIA PDC WAREHOUSE","Good","10.193.214.31","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"jkrcrwcrt003","INDONESIA PDC WAREHOUSE","Good","10.193.214.56","Good","Good","13","37","CCA, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"jkrcrwcrt004","INDONESIA PDC WAREHOUSE","Good","10.193.214.57","Good","Good","15","38","CCA, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"joicrwcrt001","JOINVILLE PT","Good","10.193.67.30","Good","Good","1","5","GMSA, MFG","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"joicrwcrt002","JOINVILLE PT","Good","10.193.67.31","Good","Good","1","5","GMSA, MFG","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"joicrwcrt003","JOINVILLE PT","Good","10.193.67.56","Good","Good","22","41","GMSA, MFG","Viptela","Router","20.3.3","Viptela SNMP agent"
"joicrwcrt004","JOINVILLE PT","Good","10.193.67.57","Good","Good","17","39","GMSA, MFG","Viptela","Router","20.3.3","Viptela SNMP agent"
"jpncrwcrt001","Pontiac CCA PC","Good","10.193.18.94","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"jpncrwcrt002","Pontiac CCA PC","Good","10.193.18.95","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"jpncrwcrt003","Pontiac CCA PC","Good","10.193.18.120","Good","Good","16","34","","Viptela","Router","20.3.3","Viptela SNMP agent"
"jpncrwcrt004","Pontiac CCA PC","Good","10.193.18.121","Good","Good","16","34","","Viptela","Router","20.3.3","Viptela SNMP agent"
"kbacrwcrt001","KYUNGBUK A/S HQ","Good","10.193.203.158","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"kbacrwcrt002","KYUNGBUK A/S HQ","Good","10.193.203.159","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"kbacrwcrt003","KYUNGBUK A/S HQ","Good","10.193.203.184","Good","Good","22","38","","Viptela","Router","20.3.3","Viptela SNMP agent"
"kbacrwcrt004","KYUNGBUK A/S HQ","Good","10.193.203.185","Good","Good","13","35","","Viptela","Router","20.3.3","Viptela SNMP agent"
"kchcrwcrt003","Kincheloe Proving Ground","Good","10.193.12.184","Good","Good","12","34","","Viptela","Router","20.3.3","Viptela SNMP agent"
"kchcrwcrt004","Kincheloe Proving Ground","Good","10.193.12.185","Good","Good","14","34","","Viptela","Router","20.3.3","Viptela SNMP agent"
"kjacrwcrt001","Kwangju AS Center","Good","10.193.204.158","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"kjacrwcrt002","Kwangju AS Center","Good","10.193.204.159","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"kjacrwcrt003","Kwangju AS Center","Good","10.193.204.184","Good","Good","13","40","Corp, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"kjacrwcrt004","Kwangju AS Center","Good","10.193.204.185","Good","Good","13","40","Corp, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"lancrwcrt001","Lansing Ideal Setech","Good","10.193.31.222","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"lancrwcrt002","Lansing Ideal Setech","Good","10.193.31.223","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"lancrwcrt003","Lansing Ideal Setech","Good","10.193.31.248","Good","Good","13","31","","Viptela","Router","20.3.3","Viptela SNMP agent"
"lancrwcrt004","Lansing Ideal Setech","Good","10.193.31.249","Good","Good","13","34","","Viptela","Router","20.3.3","Viptela SNMP agent"
"ldtcrwcrt001","Lansing Delta Township Assembly","Good","10.193.13.158","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ldtcrwcrt002","Lansing Delta Township Assembly","Good","10.193.13.159","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ldtcrwcrt003","Lansing Delta Township Assembly","Good","10.193.13.184","Good","Good","31","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"ldtcrwcrt004","Lansing Delta Township Assembly","Good","10.193.13.185","Good","Good","22","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"lgrcrwcrt001","Lansing Grand River Assembly","Good","10.193.13.222","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"lgrcrwcrt002","Lansing Grand River Assembly","Good","10.193.13.223","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"lgrcrwcrt003","Lansing Grand River Assembly","Good","10.193.13.248","Good","Good","28","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"lgrcrwcrt004","Lansing Grand River Assembly","Good","10.193.13.249","Good","Good","20","36","MFG, GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"lhscrwcrt001","Charlotte CC - Onstar","Good","10.193.31.94","Good","Good","1","12","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"lhscrwcrt002","Charlotte CC - Onstar","Good","10.193.31.95","Good","Good","1","12","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"lhscrwcrt003","Charlotte CC - Onstar","Good","10.193.31.120","Good","Good","17","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
"lhscrwcrt004","Charlotte CC - Onstar","Good","10.193.31.121","Good","Good","25","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
"lmacrwcrt001","Peru HQ","Good","10.193.67.158","Good","Good","5","3","","Cisco","Router","17.3.3","Cisco IOS Software [Amsterdam], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.3, RELEASE SOFTWARE (fc7)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Thu 04-Mar-21 12:38 by mc"
"lmacrwcrt002","Peru HQ","Good","10.193.67.159","Good","Good","5","3","","Cisco","Router","17.3.3","Cisco IOS Software [Amsterdam], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.3, RELEASE SOFTWARE (fc7)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Thu 04-Mar-21 12:38 by mc"
"lmkcrwcrt001","Limerick","Good","10.193.140.222","Good","Good","1","21","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"lmkcrwcrt002","Limerick","Good","10.193.140.223","Good","Good","1","20","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"lmkcrwcrt003","Limerick","Good","10.193.162.125","Good","Good","23","40","GME","Viptela","Router","20.3.3","Viptela SNMP agent"
"lmkcrwcrt004","Limerick","Good","10.193.162.126","Good","Good","22","39","GME","Viptela","Router","20.3.3","Viptela SNMP agent"
"lmr2cwcrt01","LMR LAB","Good","10.193.165.94","Good","Good","8","3","","Cisco","Router","17.6.4","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.4, RELEASE SOFTWARE (fc1)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2022 by Cisco Systems, Inc.
Compiled Sun 14-Aug-22 08:54 by mc"
"lmr2cwcrt02","LMR LAB","Good","10.193.165.95","Good","Good","6","3","","Cisco","Router","17.6.4","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.4, RELEASE SOFTWARE (fc1)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2022 by Cisco Systems, Inc.
Compiled Sun 14-Aug-22 08:54 by mc"
"lmrcpwcrt001","Dublin LMR RNAP","Good","10.193.162.158","Good","Good","2","10","RNAP, CNE_GME","Cisco","Router","15.4(3)S6","Cisco IOS Software, ASR1000 Software (X86_64_LINUX_IOSD-ADVENTERPRISEK9-M), Version 15.4(3)S6a, RELEASE SOFTWARE (fc2)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2016 by Cisco Systems, Inc.
Compiled Tue 27-Sep-16 21:12 by mc"
"lmrcpwcrt002","Dublin LMR RNAP","Good","10.193.162.159","Good","Good","2","10","RNAP, CNE_GME","Cisco","Router","15.4(3)S6","Cisco IOS Software, ASR1000 Software (X86_64_LINUX_IOSD-ADVENTERPRISEK9-M), Version 15.4(3)S6a, RELEASE SOFTWARE (fc2)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2016 by Cisco Systems, Inc.
Compiled Tue 27-Sep-16 21:12 by mc"
"lmrcpwdhb001","Dublin LMR RNAP","Good","10.68.66.70","Good","Good","34","67","RNAP, CNE_GME","Viptela","Router","19.2.31","Viptela SNMP agent"
"lmrcpwdhb002","Dublin LMR RNAP","Good","10.68.66.71","Good","Good","28","67","RNAP, CNE_GME","Viptela","Router","19.2.31","Viptela SNMP agent"
"lmrinwcrt001","Dublin LMR RNAP","Good","10.68.70.9","Good","Good","0","11","RNAP, CNE_GME","Cisco","Router","17.3.4a","Cisco IOS Software [Amsterdam], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.4a, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Tue 20-Jul-21 05:02"
"lmrinwcrt002","Dublin LMR RNAP","Good","10.68.70.10","Good","Good","0","12","RNAP, CNE_GME","Cisco","Router","17.3.4a","Cisco IOS Software [Amsterdam], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.4a, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Tue 20-Jul-21 05:02"
"lngcrwcrt001","Philadelphia CCA PDC","Good","10.193.13.30","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"lngcrwcrt002","Philadelphia CCA PDC","Good","10.193.13.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"lngcrwcrt003","Philadelphia CCA PDC","Good","10.193.13.56","Good","Good","14","34","","Viptela","Router","20.3.3","Viptela SNMP agent"
"lngcrwcrt004","Philadelphia CCA PDC","Good","10.193.13.57","Good","Good","15","34","","Viptela","Router","20.3.3","Viptela SNMP agent"
"marcrwcrt001","Jackson-Brandon-CCA","Good","10.193.2.30","Good","Good","0","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"marcrwcrt002","Jackson-Brandon-CCA","Good","10.193.2.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"marcrwcrt003","Jackson-Brandon-CCA","Good","10.193.2.56","Good","Good","15","34","","Viptela","Router","20.3.3","Viptela SNMP agent"
"marcrwcrt004","Jackson-Brandon-CCA","Good","10.193.2.57","Good","Good","15","34","","Viptela","Router","20.3.3","Viptela SNMP agent"
"mcdcrlcrt002-vp0l-b96","Unspecified","Good","172.20.64.0","Good","Good","7","12","","Cisco","Router","17.6.4","Cisco IOS Software [Bengaluru], Catalyst L3 Switch Software (CAT9K_IOSXE), Version 17.6.4, RELEASE SOFTWARE (fc1)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2022 by Cisco Systems, Inc.
Compiled Sun 14-Aug-22 08:58 by mcpre"
"medcrwcrt001","Dubai","Good","10.193.140.94","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"medcrwcrt002","Dubai","Good","10.193.140.95","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"medcrwcrt003","Dubai","Good","10.193.162.62","Good","Good","14","38","","Viptela","Router","20.3.3","Viptela SNMP agent"
"mkccrwcrt001-ons-l17","Makati Onstar - PHL","Good","10.193.197.222","Good","Good","1","12","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"mkccrwcrt002-ons-l17","Makati Onstar - PHL","Good","10.193.197.223","Good","Good","1","12","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"mkccrwcrt003","Makati Onstar - PHL","Good","10.193.197.248","Good","Good","18","46","ONSTAR-CC, CC, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"mkccrwcrt004","Makati Onstar - PHL","Good","10.193.197.249","Good","Good","18","44","ONSTAR-CC, CC, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"mkhcrwcrt001","Markham Infotainment","Good","10.193.30.94","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"mkhcrwcrt002","Markham Infotainment","Good","10.193.30.95","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"mkhcrwcrt003","Markham Infotainment","Good","10.193.30.120","Good","Good","7","60","Corp, GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"mkhcrwcrt004","Markham Infotainment","Good","10.193.30.121","Good","Good","8","60","Corp, GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"mmccrwcrt001","Marion M&amp;L","Good","10.193.15.94","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"mmccrwcrt002","Marion M&amp;L","Good","10.193.15.95","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"mmccrwcrt003","Marion M&amp;L","Good","10.193.15.120","Good","Good","21","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"mnvcrwcrt001","URUGUAY HQ","Good","10.193.68.158","Good","Good","6","3","","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"mnvcrwcrt002","URUGUAY HQ","Good","10.193.68.159","Good","Good","6","3","","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"mpgcrlcrt003-b023-0b1","Unspecified","Good","172.20.80.221","Good","Good","8","11","","Cisco","Router","17.6.4","Cisco IOS Software [Bengaluru], Catalyst L3 Switch Software (CAT9K_IOSXE), Version 17.6.4, RELEASE SOFTWARE (fc1)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2022 by Cisco Systems, Inc.
Compiled Sun 14-Aug-22 08:58 by mcpre"
"mpgcrlcrt004-b024-hsb","Unspecified","Good","172.20.80.222","Good","Good","8","11","","Cisco","Router","17.6.4","Cisco IOS Software [Bengaluru], Catalyst L3 Switch Software (CAT9K_IOSXE), Version 17.6.4, RELEASE SOFTWARE (fc1)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2022 by Cisco Systems, Inc.
Compiled Sun 14-Aug-22 08:58 by mcpre"
"mstcrwcrt001","MasanGaPO port","Good","10.193.201.94","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"mstcrwcrt002","MasanGaPO port","Good","10.193.201.95","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"mstcrwcrt003","MasanGaPO port","Good","10.193.201.120","Good","Good","14","39","KOR, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"mstcrwcrt004","MasanGaPO port","Good","10.193.201.121","Good","Good","15","36","KOR, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"mtzcrwcrt001","Montreal PDC - Point Claire","Good","10.193.16.94","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"mtzcrwcrt002","Montreal PDC - Point Claire","Good","10.193.16.95","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"mtzcrwcrt003","Montreal PDC - Point Claire","Good","10.193.16.120","Good","Good","20","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
"mtzcrwcrt004","Montreal PDC - Point Claire","Good","10.193.16.121","Good","Good","16","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
